paymentId,originAccount,destinationAccount,amount
ebfe631f-26ea-42e3-8625-a032f5e17763,NL72336819998251,NL74733007602470,€770759.90
476c1a78-56a6-4b24-ac32-e66c5e29d640,NL94022745265163,NL81563003911108,€869426.16
b179b654-7b1e-4cf6-9627-951f260cefe0,NL87003920680213,NL62607765409653,€14225.29
f8075050-aa43-4819-ac4a-742b9ea432bd,NL11173240791717,NL17218133229510,€819983.88
46d92950-84c2-47c6-b9bf-e0b57cfe3e3f,NL74388659149966,NL10428364255076,€311569.34
4de3282a-5a87-4c97-bbc7-f549358877df,NL99797908171889,NL40290800214716,€915060.35
de08b072-9cd7-4272-a6b3-c2759fff910c,NL44597119318540,NL63729305321781,€900339.70
c13cfd4a-7d6a-4001-af33-91b39a6433c6,NL40246694179850,NL67649963580012,€286902.39
c52ed426-de52-4020-97be-37b492d6596b,NL41645197332795,NL50235699517787,€588604.53
be2838cc-2550-47d8-b7ba-fe85fef1b5f8,NL90723585666911,NL21225724476906,€530883.83
1d55443a-70d1-4a62-bb7d-270a117a5892,NL56503499925128,NL43845892994545,€749376.34
716b504b-de28-4cca-9a3d-c5e8bc9bb9d7,NL97774713242458,NL57432261128878,€878816.38
f8c7a764-a556-4da6-9472-14c45bda9753,NL41080552132194,NL67120320763251,€380173.82
2af8eff0-4831-41dd-b287-c04e0078f3cb,NL17128430318514,NL46050467284959,€584229.57
ce06d473-cbfc-4369-9b8b-45128831a189,NL75567503376030,NL49610291013440,€840761.02
3d712708-223d-4d62-8d1b-32fe42de47e7,NL2701871587596,NL83590137832727,€204925.26
49507d9e-d7fc-49c1-bd57-1bef18a6a20a,NL12124322743659,NL50892572842134,€612120.25
0802f53f-0c8f-433b-a528-c8349b9058eb,NL94627545004276,NL85061147928358,€458362.31
2aa58c58-9aed-4805-97f6-f1bfb55a0f2c,NL44770397166395,NL14537095046178,€614268.30
8ebbb264-04a3-4bd8-b5cd-1f39cf668cba,NL98948853702539,NL94629992984993,€400406.95
555ca196-62a2-46f0-9f43-f12fdeb5f040,NL91400922327877,NL86057878479742,€865129.91
f41e0c27-ede1-4357-a1b2-5c87e52e7a1f,NL21942589006063,NL74007945993739,€576836.19
6c9d63a8-591c-462d-86d9-84fff1d03141,NL44944448627326,NL47375999891186,€86709.38
a3833490-c9b6-41e9-b09a-ce1bbfd90910,NL20352372404162,NL89493209243347,€759372.71
c89087e5-e9c7-4e1c-99b8-d908ce5bdb82,NL26644583356316,NL4765501844258,€116538.62
b389fa90-9856-4cd1-9a0c-bb20def12b55,NL72357321330432,NL50259438346276,€806940.61
5530aca1-a1ca-4436-a5d6-f2059c458ac7,NL90521705096106,NL89326221428283,€343470.15
1ca51ab8-c91c-4205-9619-2d1a6132f291,NL65181881557007,NL2526947688034,€65946.42
e02e0014-1565-4908-a81c-4551f3f98dab,NL6713679908890,NL38972817866967,€799585.76
88e971e3-9de1-4005-a764-ecc629a2bda9,NL92870260272880,NL87082766353783,€140308.57
18a9bf71-df0a-42b0-af4b-9716a79f6c98,NL56031945867680,NL23368857350250,€965778.70
b8c109fd-a0ab-4459-a888-93cc37683a19,NL14809277838556,NL20995242133416,€770250.80
ddf58f0d-f190-4e1a-a4ca-1349e6522cfb,NL55185017339985,NL86345278151144,€36159.31
1d2cf187-5b28-4a4a-82fd-2fd794717e8f,NL99990977313630,NL18225665940484,€684449.15
9574815c-c84d-4b05-9cd4-36c9c332bccc,NL60641462748508,NL51428787702699,€841225.47
78923458-cea8-49c8-ad30-3a0014137de2,NL62487940055668,NL33275970523974,€830954.65
a3bff4ce-e28c-41bf-acd5-9129e201c49e,NL77955430887339,NL30962163462338,€643028.32
bea7dc15-cf9d-4356-822b-8705bd67d1a5,NL39460531673253,NL40763389485533,€459627.53
3c120046-9af8-492a-947a-c61f134e24e8,NL37081642117889,NL32757964479747,€554723.01
fca76f71-d0e8-478a-820f-87da99c35dcf,NL99448698853304,NL1310006915661,€576584.00
dac48679-b06c-40fe-a1c7-6de356d650fa,NL56751525817642,NL46063220210093,€194690.34
00fdf841-9f14-4535-b62d-a6b8df7f89ec,NL37784032709775,NL14722090386526,€300900.54
cbb59766-8ad1-488f-bf14-6e0413d1d489,NL5666775539719,NL61075689784517,€944699.18
6ccab4f1-66c7-4711-b452-76f7978da319,NL76703844010483,NL9474625306005,€807913.16
906621c5-add5-40c4-a3e3-e459d6b3dbf1,NL23463590539870,NL7102923393003,€175102.07
e8be31e0-9bac-4138-bdfa-2d1af214f41d,NL31784163622017,NL22234379356968,€241431.28
349c3da3-4009-46b1-9bac-29f287c5095d,NL4818409116384,NL9910030939861,€778083.97
62c4a13a-0f67-46d4-bf13-9c2d7d729800,NL40128342959499,NL44125931955834,€396395.46
eda9e2ba-0d0e-4453-8f49-97e7264d3be6,NL98150298475017,NL53603356005246,€260412.09
4334149f-5267-403a-91d6-b0988142bd23,NL85053908858412,NL83825509555283,€890121.56
67976a1e-a43c-47a6-8ca4-dcaf227da77e,NL514283055513,NL91800905148803,€479960.91
34abb1b1-2733-4f8e-b237-cb11716d603a,NL37377585465005,NL14547626667737,€605279.76
f80350b1-e668-4970-9ba5-2a90c6e9b7af,NL53497545498395,NL2987815591020,€589397.58
5b81df55-2b6b-4d46-92c5-b2478c2df8b3,NL97365332862998,NL34018431117503,€600173.90
42b76106-314d-44b3-80fa-d711704d244f,NL61476816944384,NL18801172878367,€841758.55
32a9f0a4-14ea-4158-aa21-21152ecf94fa,NL41812976973041,NL81661069380390,€932485.84
57c2d2e1-9370-4526-a563-3d7c75c04baa,NL10111949201260,NL58585244552882,€718059.33
2fc5d8e5-52cb-45e4-ae0c-574ce5904383,NL66849454958217,NL75404597290216,€92395.40
b7116dde-6771-4604-b63d-ba193f4f4e99,NL83656369825063,NL88965375527725,€294692.93
83598556-512e-4aab-8368-b9a81f898307,NL97171410362951,NL99338558520471,€654546.23
e1df88df-9600-4d1a-904b-2ff2fdadbe35,NL47569228141923,NL53849445919537,€451031.02
30729f3a-522e-4755-86e6-82fa1c23587c,NL91988499335295,NL92916446389891,€876305.94
32614dd5-624b-415c-8f32-877d828d9c12,NL21740264970448,NL34242673005726,€308247.11
84bb4899-ca74-4653-8ff8-fd993f739281,NL88728837970737,NL23075054925609,€322716.46
83b71165-ede1-4861-9063-5df8fff6ca2e,NL7379437868846,NL53526316943107,€508626.19
cced8bef-ec0f-429f-be76-3e3d9208ecfe,NL73930787517100,NL45458897257581,€456526.63
3b2a87e8-153d-482f-a08c-b8746482d1f1,NL14275528721649,NL92429756558554,€739929.99
4d22a7d3-5146-4f40-9d85-3121f7730033,NL54377641488185,NL59224533292820,€95584.93
7dc9c7ba-9496-4af5-a731-652bca0f2b52,NL39589403392127,NL37261521573663,€963049.28
2dcd5466-2d19-4d47-bea7-615254aa5ef1,NL80880117417317,NL18137283314889,€37486.26
eb4250fc-0acf-4e17-8347-11915ef9495b,NL27533932534649,NL51003314852954,€748032.13
db641098-52c2-4560-86b6-df8a314badc0,NL12060204768017,NL10818362095776,€999438.72
6ef92dd6-117b-46bc-b5d8-97d96c62b98b,NL34472911777260,NL67206955910584,€990686.64
3cad4b8e-9275-4e36-a796-9a9b14b550bc,NL88924877485084,NL59711865361998,€203841.41
07ffc3e7-e558-4a76-822c-a7056d1ece5f,NL19173468143231,NL21982332879164,€207768.11
34e55628-7e79-4e8a-9e24-392f2d79a705,NL72274318075748,NL52127636397778,€531641.78
9cb2ecd2-162b-44ce-b04e-f8c9fccd238c,NL72375537754768,NL60861138122830,€588766.10
71f623fb-4266-48ca-85dc-7450505f7ed7,NL29887007657213,NL23267653342374,€953722.08
993521cb-65a1-4690-b325-f85e6cac3632,NL30644531058491,NL11930272015955,€538676.66
19e412da-cf0e-49dd-af3f-0fe941503355,NL1488884132320,NL9117227244660,€627382.35
d1e8a122-a92a-4176-aba6-54a5e589c48b,NL29436450896658,NL25512191950976,€461709.07
acefd12c-196a-4f53-b5a7-c31f6fbe52bc,NL88463958738599,NL86992190888942,€478337.62
8519bc26-ac0c-41ba-9eb3-4d363eb2cea9,NL25468079054526,NL9998940610441,€918944.08
c128eead-a764-429c-8124-a37f9d661921,NL29047960362742,NL21019541412300,€644859.48
578eca07-e6e9-41fa-918e-ee457c51a6ed,NL8664417031373,NL67746554233252,€339045.74
3fa13460-9d6c-4941-8f1c-f7c2b6e9723e,NL69870547929262,NL33752085262870,€862410.62
0f386673-a0d2-4798-9816-85384b604176,NL2246701039706,NL71127722947998,€996435.40
d96c0e39-991e-4ef7-a16b-7ac660484cb7,NL61229525131319,NL50530291923140,€118771.01
c89d8001-da78-49c4-a834-6c04ee29af11,NL25403101060443,NL23975343088640,€812690.90
1b9e904e-607d-4c94-b799-9eba37db8a7f,NL58066426452466,NL48057834668326,€455897.15
d7f2df05-544e-47ca-8bfd-1f48bdf0723c,NL16915518998973,NL71337080196908,€670991.21
80cc7fed-c86a-4d18-b5e7-3430adc9e14a,NL26985454869733,NL71367522698354,€213224.75
597f3957-4478-4764-8646-99fd81edbd74,NL3783206415310,NL23319029208313,€783088.55
8a563e5f-2876-4383-be98-3b787c6bedbe,NL63525723787034,NL94343187675546,€321507.62
4bbf6670-3987-420f-8eda-e53475fa23f7,NL84288909611879,NL5701516822455,€356950.39
12200d82-27d6-4f14-a0c6-22c09442e3dc,NL33498955868789,NL60236615441753,€943600.86
4b1e9e8f-a576-498d-88e2-4eaf6b243fe1,NL44150717006476,NL68312482178554,€671359.69
1f4b74c0-c105-4db9-b836-54fdb43b99f0,NL85717157260957,NL50880903332913,€637806.60
7c64101a-ba19-49a9-bcb3-1c324c346d88,NL75016649520325,NL33740984778152,€732714.42
ca1a435c-2636-448b-bff8-56bcea5ce574,NL33574153269124,NL13373113833930,€793128.36
684aa0fb-8332-4c96-a3d8-bdad3c3a5aaa,NL35406528528136,NL49015183864499,€875646.91
9db70a10-71a7-4e0e-8470-2d7e2cc70107,NL68811378752492,NL62219668949465,€545222.77
9f644ac9-c2ee-4c11-af1a-cf840c26f292,NL47240089854830,NL86581604716557,€793282.94
ad13fb68-717a-4f42-852d-f624a613cafa,NL88091477922961,NL80767607391582,€2665.97
0c8031c7-ac2a-4901-b755-b87f661fa1e2,NL78995987450329,NL19321438046851,€26389.98
bc40a0f6-379d-4dc7-8746-1c42fc0da402,NL74967553979606,NL54904237163249,€911062.22
0a4a82f8-f993-43ae-8021-1a65a2f10de2,NL69011212783522,NL80112594596260,€537163.54
1e04c8bd-02be-4210-b19b-887a68c5ddea,NL84013515929338,NL71640085508379,€234476.34
2ec55ea8-6631-4df9-9fb6-adfcba22f185,NL44621517250823,NL68830942454614,€988876.40
f13a4f84-b73f-4fd0-b5af-8111ac6cee85,NL72142304458739,NL93527947132725,€331041.95
1de1d921-6338-4089-a6f6-b71e0ba3bbb8,NL49379416544076,NL99639121375556,€431748.33
78b89637-5c5f-48a8-81cb-0b4d054efdb8,NL89649505726332,NL76872769230152,€843025.15
ff7294cc-7082-49fc-861f-95cb29bb664e,NL15871341300830,NL10682226549196,€599825.70
c5e73c15-b494-4803-b2df-86b8c4871097,NL16974227637435,NL75495042224722,€327017.85
e2224419-5104-4fe2-b925-3e59ccc938fe,NL55905122374304,NL51888286999465,€244939.77
aa795dcd-a1a9-4a75-9065-95ebd80a13cd,NL35459169290545,NL80388023634737,€496915.34
7ac4c473-6274-499b-93b0-ff7976c1c874,NL58731767555900,NL23913355382587,€503520.06
f7599834-d924-4e64-b311-d5d910ed43a9,NL17114091277117,NL50875649312756,€90464.41
4adaab43-d55e-4860-94da-19de57014b60,NL86750712932683,NL32589623391561,€142895.24
6324f0d8-5cb0-41de-81c1-aefe84a1acb4,NL12013709201572,NL15885217653728,€494904.12
1fe8eb79-96d1-4131-9b95-86eac0fb16fc,NL66008288675236,NL29781843929394,€526739.64
2b7d069e-f282-4a59-bebb-033fcde70b89,NL39144111747089,NL2237645997998,€348168.49
3265f680-a3ef-4f16-9753-c8fbabef4ddb,NL17190237070590,NL81692022814480,€397178.82
10b1f8e2-47e9-416f-8d6d-594ec52b2e5a,NL70629737785728,NL14801043247228,€257719.54
78fd770b-79cf-473a-ae4a-ff824ab9e395,NL47778930022484,NL80701267840726,€170063.71
e6dfa893-61f5-484a-9b28-806c056e445d,NL77441562913828,NL22009844894733,€146002.93
c73052d7-de25-4102-a71a-9d8f020a8d5e,NL92454243349401,NL80106572762303,€322337.40
1a00f330-3e7d-40a4-b750-b379d6c9da86,NL21077622624606,NL66226308861320,€440200.78
64d58996-94c9-44f6-8eeb-aaf2c91a2121,NL99690455422497,NL79547424438218,€729045.68
38a5eba5-924a-4a03-9b83-6cd689c6b21c,NL52634426438436,NL60717979657910,€418410.17
845a0271-c797-46cb-823c-3d50e7695c2b,NL97189669164982,NL15497417491412,€282713.72
80679778-9031-404c-8245-7b9f692205bb,NL18030248768969,NL61294098921282,€576432.56
86988f5a-14ec-47ea-8fb0-56162cea6c3d,NL77716531087970,NL7792427916753,€444087.57
1f82d25c-d43c-4b0b-bfb3-3386abf74620,NL92101341206248,NL33675665454396,€862371.23
f15b9804-2017-4b3c-8bcb-b40c23f78163,NL10577867494259,NL40110921054683,€451017.56
02c8fe01-ce17-460e-aa34-0992b2791da8,NL76806681190296,NL10639453327060,€540176.78
369f3219-3f83-4cd8-8fe0-a063140b6591,NL81747459947038,NL67401024796443,€68507.80
8cb63ed1-0a29-43dd-935b-5e7175b96e2e,NL51010569384226,NL46935917937141,€90448.97
ab1a7539-078e-49b5-b5a5-4d24e95c96a7,NL23120898825264,NL22118343601743,€596569.69
8bbde5bb-9683-401d-8835-717a638b1bd3,NL44262090261597,NL64165477280838,€202294.60
6204bf8b-942b-445a-adf3-d2d6a9e73f7c,NL14523477068496,NL96743877791458,€949695.88
e4721b20-8eb4-4593-8ca1-1ce4ac055ebc,NL17742813328622,NL37546630766478,€71848.45
14779fff-0435-4c4f-ae36-2482487efc6a,NL61109316098221,NL52125281205986,€366182.38
fb18c6ec-7d8f-4e09-884c-6d5c6177b1e8,NL53541584653341,NL98460308522808,€700208.18
119a756a-43b5-4b7f-9f21-72f8ceebf3b7,NL5034388948419,NL36349855114338,€411833.67
5d742178-a6a3-449b-9409-51fe5bbe3e57,NL73967590226045,NL79537263749032,€592845.63
bc2d4b3a-0dc4-4fdf-abd6-51bf6886f9a3,NL5718427142998,NL68120524343359,€752812.88
cc4d2358-f09d-4915-9c56-b5da15bb3700,NL19074257647159,NL24741809200162,€86656.63
77baf86e-08f7-4ec4-83a5-0295f053b7ed,NL76371511621531,NL21816748622830,€262289.74
6f83be22-5160-4bf1-8845-bda47dba0149,NL68329049734868,NL34907700138563,€441742.60
9565a92b-fa0f-4e16-82f4-85631d2e3c8e,NL14267220704867,NL54207806534954,€549984.81
58e85cea-74e9-485c-a26d-10ec47102d34,NL18631772954896,NL89187862135843,€463560.90
08afd992-6d78-4c3c-864b-d0a61dc67f28,NL7382326937564,NL25770477808624,€904429.36
d7379a4c-ad1d-478b-b3d7-61777187460f,NL2378672771835,NL10894078514811,€114517.66
5274022c-187f-4511-8f71-576aad77d890,NL48658191184426,NL27953955875833,€424939.99
fc74f39c-f7a2-4a9e-944e-73df1806bfc9,NL48149538412261,NL18497209834011,€3243.07
8e78d9d0-1080-4756-b017-21d022b55e61,NL13880179524188,NL8089522337442,€897093.81
0b414cfb-3049-4dec-a2bd-a7fd4a553aa0,NL39368165409115,NL46919904768799,€927034.38
0d2a59d5-bf31-49a4-99b1-9c4defef3805,NL55402180038759,NL18305254874584,€327103.54
0de92a61-4eeb-4650-b9f1-26bf308b69ff,NL40783971934832,NL66342339721368,€211794.37
4c2bdac0-54c8-4631-88a8-a3a0f25bae77,NL97629567857307,NL49716363935490,€143885.50
58f490a3-0d84-4524-a616-f42cc08e44cd,NL17290205390121,NL89557950416355,€932069.67
c9d45d3a-2d13-4dc3-8d8b-390fc6ced80e,NL79744973828591,NL95465564484093,€69338.05
390e26fe-2e2d-45e5-a3a7-4db9db2379c6,NL56219050259831,NL33105915245701,€686867.80
3472eea9-28c7-45be-8ec2-cabe65d19866,NL86254672353924,NL43676734835188,€97227.05
90b5f399-9ac6-4df2-980e-b7d4ab0e2f31,NL65857486453166,NL39056715772664,€232476.87
8eb62213-be00-46fa-939f-a548a8311274,NL87658534895548,NL48827525868841,€932989.71
3b21fa68-2833-4cfd-a1b4-7cd69f73b104,NL1980492827209,NL67715653051593,€324683.22
8a2309b9-48b0-4341-be31-b1770981c7ce,NL42656591065815,NL92728665472899,€68381.55
a3a36980-13dc-4b45-9f04-1097793d1538,NL93956185201508,NL72340370648063,€836147.44
2eed7c79-0b53-4194-975b-d55533bd6e41,NL70902149539266,NL40347495563220,€948268.15
322a523b-1e07-409c-90b9-6dca2611c0b9,NL36709778265606,NL43668489414436,€489342.49
fb43357b-87b0-4ddc-a9bf-fc323cf89b23,NL61029993621530,NL11782126270569,€120962.00
a1bf0e28-be85-45ce-9f7f-beb6b48babf9,NL62935666194738,NL99316022217839,€252772.05
53062d7f-0044-4057-a15b-3e3ebb6f4f6b,NL8453724989456,NL24300361839090,€504744.53
ec267934-3492-4478-9ee3-3e96ff6ee1e4,NL33295405123917,NL48090160204168,€235602.50
6c1a1be8-f48d-4a0c-badb-5e53f35a85d3,NL83805813109048,NL31424293783590,€91519.22
1017e506-92fc-4920-8040-7b95748af024,NL51783280018728,NL39027502163186,€26824.82
b193a76a-4c0a-4130-b1ff-b4838fb21e2f,NL56619251222450,NL27786363088814,€708091.30
ac85a982-944f-4dd3-b9b9-c2e3c3d6e1eb,NL52000188501672,NL22076192666211,€730348.38
94f4d954-74fd-4ca5-9b3e-b4f0a99dbdd6,NL96972581393661,NL36748543339466,€68787.71
2070c43c-f94b-4966-aaaf-a9b8e606f77f,NL82323124111570,NL46986902570671,€883903.00
330ec58c-f80b-4f7e-91a5-3e76bd49e020,NL66670490022827,NL69521363995713,€12354.08
25deaaed-5b57-47ed-b50b-40e7418f91ac,NL45904750887519,NL51988960702174,€643493.27
3124b2c2-d589-41ad-9225-954cadef7c5a,NL55059897500147,NL95081591367226,€144900.96
80335e53-0791-4b4c-991e-6fdc9702b91e,NL89180045907120,NL8354990722486,€233404.29
eca89a67-8a8f-4303-9217-79098615fe55,NL13571632980766,NL21352832857587,€403360.84
ca85532b-7d0e-47b8-acd8-79ee3212e96e,NL54283219108511,NL27082204953730,€80948.36
c48dd3bf-b731-4e04-9ca3-497948d2228b,NL47027408128133,NL40521777206909,€782959.31
543d7e73-8691-4562-ba90-7b89576df440,NL80629651704076,NL90320885054789,€930185.81
a37c32bc-f7fa-4a2a-b6cf-22feb1cdf8c5,NL59030571320669,NL7183548233654,€100696.94
285b3bc9-eae4-4ddd-9cfa-5282dc539aaa,NL51005288278395,NL86220644097059,€917283.22
1f255a3f-10b9-41fb-95db-a33fa6de378b,NL47860074811088,NL45464733080824,€543455.76
19391e30-c9fd-4863-baa4-e0aa51965f00,NL33863604729646,NL7939193385310,€27826.31
e6bcec83-5f08-4521-bedc-e8252fd41f81,NL92223354130944,NL54974472830190,€803194.45
35446614-14bb-41d9-aeb6-adf4e8b281e8,NL56015590322169,NL4850150838177,€287351.38
9ada5229-b54c-416a-a382-cadfab9b4a75,NL76675900573108,NL21329485101924,€966857.84
044fef91-5936-4583-a131-0b6e4ca62b79,NL28127550381158,NL48034467924246,€491934.19
083db937-f3a3-4a57-9e90-e02df387b272,NL17824427716285,NL86107215188989,€361133.84
39a0a912-d368-4713-8f0e-2f4789bdab9a,NL55193069288909,NL83270308495138,€58524.89
a144f8d5-7493-4a13-8375-251fda39af1e,NL91935003072886,NL2887539495173,€536077.65
46b8e041-9b37-4ba4-9fb9-ebf3cf75f66b,NL24341992252589,NL43848917382509,€758108.67
7fd1caeb-1347-4718-b046-2b2c673cfc8e,NL6836266405104,NL38231860552358,€352968.44
3e7fe836-03c6-4ec8-8511-098d8247acfa,NL19178201376136,NL60247511515969,€725743.84
d74ad197-5a4b-4d06-ba9e-49bfe8df5f75,NL88556030761534,NL54715441706180,€440076.07
5c3b73e1-e178-47d4-9711-820ac53a8639,NL83686371921507,NL75432678629975,€272765.86
ce4d0bec-bfdd-4ab6-8acc-dbe1ad584815,NL24913419920983,NL21894474946133,€554030.95
6f9bfd0e-4dd5-49dc-af8d-bab2290bdee9,NL56167206200259,NL91432160445874,€434789.53
9db8aa6f-a16b-44c3-a034-fe650c4a50ed,NL69920196631822,NL77132342350426,€611912.53
39f442ad-49a1-45f8-86b9-1c3a306901d8,NL6168276938073,NL34782428124708,€596136.02
ae8363dc-a6bc-43c7-9330-697030415b51,NL22087382239009,NL63604863849597,€83121.06
3be0d3ab-841a-4f91-86ec-52973105c31f,NL90009814753096,NL27954540598519,€478282.04
dd14cb72-aab2-4618-8a3d-0ef2babff114,NL22873000747217,NL73625644949139,€475096.17
8cfe066e-fdf1-4c0d-9d3c-2e449ecab90a,NL66582793303216,NL63995742429543,€408543.65
fc80701c-004b-4705-8ec9-ce5bb514096c,NL32620668635371,NL91576080587170,€664987.02
d646cdbd-0cf5-4db7-b53f-9639f5a9eb6e,NL25367178843801,NL77640959841720,€320574.67
2f79aee8-c00a-482a-9983-1f827341fdd6,NL56622869329072,NL70755744857397,€982350.99
1d288513-b2ed-40fb-99eb-0b0a051430fb,NL96130866194429,NL33949509128128,€37632.27
702ea961-1938-4d3b-a45a-127c4e1f06d8,NL38132487851053,NL98291963255118,€787227.34
3d8c4287-3f8f-471a-b8e1-7a90d92afbc3,NL70746067629056,NL51240525633867,€39481.33
f1c0aa34-8fd5-4ca4-aaf8-2d27572ec773,NL46666297384431,NL92264787069015,€551790.91
8b228425-8882-4eb0-a3b0-9131eaf2b13d,NL85087049419360,NL31378214590245,€403896.02
93ab4e9e-11ad-426a-b81a-bf362ee973dc,NL27486875253435,NL46186106747397,€41254.47
3e879f46-1149-4fa9-99f1-77e0385d4d87,NL85967230519695,NL18970767664511,€924666.78
e85037a7-f8fe-41b1-b360-207e565fb4f5,NL68505096076805,NL83366955468519,€900641.41
73ef3637-4573-4d51-93eb-311707daca74,NL43404254098729,NL85471699400822,€393462.96
7314ae8d-4ba6-4128-a977-ddf963660262,NL56919845508498,NL89935823404728,€162175.47
f981abda-437a-47c5-acba-a015e65120cc,NL54316244406352,NL90842939929231,€512876.89
13ef5843-3dc5-45b1-ad17-91115d6a479f,NL25284555359354,NL94335743693274,€89016.55
fad149d1-a3ba-4e95-88a0-f85297f70dd6,NL72935322418407,NL49397116867686,€608040.75
37f271d1-6722-414c-a57d-2b71dc1ca91c,NL91459327413522,NL63181785765918,€56182.34
c8ac15e8-3a6c-4adb-89a1-f7ae0d025348,NL85376773496072,NL254161299900,€348069.28
334119df-5ab4-4215-baaf-5f52ba25abba,NL50069288001958,NL54409018767267,€971823.09
2003c2cd-6e46-4d95-bef9-e83c3c64b647,NL12924935095102,NL92455893521022,€273553.71
ed052532-9c85-46dc-b1e3-59a4dfe740f7,NL16079653534250,NL65316151116645,€586350.19
375332e4-1d92-4ae2-84fa-2bca9f47bec2,NL78248585917722,NL44016019606736,€793091.43
75d7c820-6812-44b0-a1b6-8dbf7f88954c,NL59711020187182,NL22732370855845,€164105.38
709be3fb-d522-4396-a4c8-b5f16261100d,NL44399699487424,NL14453988579799,€364123.08
df28d423-07a5-4e2f-a404-616792d08851,NL42039566034577,NL1261613000442,€136449.89
f0ae8ac6-8b6d-4b52-8513-6988f9828710,NL65349327451222,NL1111385786314,€101370.91
caf6db29-dfb9-4da8-be69-8eafd864c12c,NL13940468128939,NL41820157490409,€935168.87
69488657-4c10-4ab9-9332-2e17ed8b218a,NL2077529875843,NL38722293735816,€439454.29
01cf0eb7-ebf0-4c9d-8e94-f3d7cc50951e,NL41564261182672,NL98044464179220,€390601.06
d78e51fd-be3f-40b1-bea0-3c5882d0754c,NL72016928858772,NL78303592309923,€55313.88
30782551-d0b0-49fd-9c17-0335836d10fc,NL95551511663016,NL89030548569586,€990629.66
f072e5c7-ee59-427f-91be-21fb8ceebd49,NL14917477890977,NL6146497153953,€98472.28
a715a2a2-4afe-4526-bcff-529b1d9613d1,NL92533446924783,NL21231531128316,€343164.89
fa9d6051-15d1-4d87-a7de-900b46234887,NL79338873178665,NL52407837549552,€228062.94
58e0895c-6bd0-4ad3-87bc-d10548236571,NL65481374224295,NL42276069799002,€424164.90
480d57bb-2acb-4758-b5cd-bee1391276ef,NL58279605102203,NL27902230984820,€407137.27
09e3ab59-39ff-4d44-b277-066e9d8e8497,NL24551546651429,NL99713559566984,€281769.11
725079eb-2a17-4717-879a-462a57d66d7f,NL25181769118440,NL43496600753209,€706532.60
451571fb-7e1c-40aa-8a3a-d852cf92453e,NL47798097004338,NL36443955018379,€867839.59
f563f86d-3239-406e-b812-8142fba23b20,NL10670996422934,NL28543626029945,€283319.99
ae84755b-0502-4c78-a717-d361b311a930,NL50332625398930,NL8327545887048,€283849.71
071228e1-4a83-4b1e-a9dc-fe49e528e0be,NL49462431270769,NL87995432160887,€169062.70
ab652424-827c-4d32-9642-fdd3aa0d691b,NL97412829828941,NL33157065423637,€275917.52
a5e89553-4725-4f23-aa98-0b040072e8f9,NL19828620800961,NL15863842959517,€134545.18
5328936d-931d-4ac1-98ec-698d4158b835,NL99437863924337,NL55159518356869,€973973.25
f2b570b7-bf3e-40aa-b617-dc427a774b1e,NL20479874256928,NL42526602103153,€19992.49
7a612255-87c7-4aee-9391-66e15d3fd3aa,NL40099014762246,NL23894598647434,€931684.83
d1ed8910-e2fe-4009-8a55-a111ea9a1172,NL94767949395289,NL47547017678567,€690483.89
e24a843a-0fcd-4dae-8d1f-9d25c8c4733a,NL55345506656194,NL10937402736093,€494575.32
4faad0be-4eb7-47a8-aa5b-d368f37615e5,NL65685224103047,NL75898208873900,€398041.94
a892ed0c-f069-49f1-a267-3a43e705402d,NL81228891596006,NL21995526988045,€733989.65
c641117c-ca26-4579-afe3-efdf530bbdd4,NL21285013964756,NL1743768812284,€777185.36
d7ca40bc-ab00-4bf5-bd95-d665deb6c1c4,NL48592697640084,NL75844441669115,€947317.44
c7eb9262-817c-4a9d-8d78-b204eedf362d,NL5114692496016,NL35824913616916,€441127.33
18ee716d-23fd-4867-9c04-7e788e6e9497,NL20506431605718,NL82204389740194,€631799.65
d0f15785-9e37-4297-bfd6-8051f6d1282f,NL11279239389088,NL42634807804963,€898834.50
f3217922-f565-4a96-b525-820fcd13c5a3,NL17000127896069,NL80851085689974,€264322.48
95f03455-752e-4e84-926d-66a9e03f9c44,NL2564277683866,NL14571036648755,€642242.44
d05eea75-d59a-47b5-9eca-6c3edde0f722,NL72284499188765,NL24605088986412,€486283.15
9a0b08ec-59fe-4f3e-ad29-028f34314d95,NL83126085241586,NL76726962637068,€180185.37
2e02953d-81d0-4817-ad3f-799b30a1be3c,NL623175286214,NL68435674952489,€903416.48
e3b48b56-8397-46a6-8b07-aef4dee91a0d,NL32887615727028,NL85642685698112,€12696.89
3e8243b9-7954-4438-970e-5b897f3d5842,NL11557109909023,NL87539222223757,€275139.38
ccc972a5-ad18-4165-9909-90ef1bcd434e,NL68784843498733,NL16870824820196,€29168.23
7292f3e2-02cf-4d0e-bd5f-10ed62c5f431,NL47360083789944,NL48403380852108,€601304.00
7669c4f6-2a16-4be3-9338-1bf7753a03f3,NL22029091074192,NL44817836699241,€703571.71
00fd6866-9d63-49fa-8855-f92e4c18d5ec,NL81663395567794,NL93057998898751,€825492.28
b8ab31d6-73d4-4158-8dc1-834a88d41642,NL9332892018761,NL75828207204149,€961885.67
f080c8de-1be0-40eb-9ad5-02163ae4f019,NL89816289606381,NL92176191621207,€800890.33
d411f14d-45cb-4a1d-8071-a1d9bb6f1b81,NL79369198148899,NL15965761341382,€549923.59
